element_type,osmid,name,geometry,college,food_court,hospital,parking,restaurant,university,latitude,longitude
node,451153,Central Restaurant,POINT (-0.1935029 51.6020306),0,0,0,0,1,0,,
node,12185812,Heston Services Eastbound,POINT (-0.3884515 51.4888225),0,0,0,1,0,0,,
node,13893285,,POINT (-0.0391511 51.4249457),0,0,0,1,0,0,,
node,13893291,,POINT (-0.0386701 51.4253916),0,0,0,1,0,0,,
node,17345465,,POINT (-0.0644718 51.6518261),0,0,0,1,0,0,,
node,17978996,,POINT (-0.3355776 51.574614),0,0,0,1,0,0,,
node,21104108,,POINT (-0.1352243 51.666416),0,0,0,1,0,0,,
node,21770258,,POINT (-0.3387658 51.509136),0,0,0,1,0,0,,
node,25496842,Cornwall Road Parking,POINT (-0.1110639 51.50623),0,0,0,1,0,0,,
node,25628128,,POINT (-0.3352965 51.5747475),0,0,0,1,0,0,,
node,25949639,,POINT (-0.0594051 51.6235253),0,0,0,1,0,0,,
node,26544484,Casuarina Tree,POINT (-0.1722345 51.3980144),0,0,0,0,1,0,,
node,26604024,Jin Li,POINT (-0.4585479 51.525732),0,0,0,0,1,0,,
node,26671735,,POINT (-0.1302097 51.5071604),0,0,0,1,0,0,,
node,26816010,St Bartholomew's and the Royal London School of Medicine and Dentistry,POINT (-0.0996753 51.5227918),0,0,0,0,0,1,,
node,26845558,Old Tree Daiwan Bee,POINT (-0.1325596 51.5110542),0,0,0,0,1,0,,
node,26846355,QPark Chinatown,POINT (-0.1295014 51.512357),0,0,0,1,0,0,,
node,26866990,Soho Cark Park,POINT (-0.142835 51.5153419),0,0,0,1,0,0,,
node,27390454,The Ferry,POINT (-0.3253646 51.3894939),0,0,0,0,1,0,,
node,29932520,,POINT (-0.1662628 51.5167427),0,0,0,1,0,0,,
node,29932521,,POINT (-0.1638537 51.5150102),0,0,0,1,0,0,,
node,30863471,,POINT (-0.3137251 51.4526403),0,0,0,1,0,0,,
node,31098623,The Unicorn,POINT (0.2005327 51.5868564),0,0,0,0,1,0,,
node,31224530,,POINT (-0.2419189 51.5788128),0,0,0,1,0,0,,
node,31282220,Lyon Road Short Stay Parking,POINT (-0.3325106 51.5814296),0,0,0,1,0,0,,
node,31282221,St Johns Road Short Stay Parking,POINT (-0.3325043 51.5816612),0,0,0,1,0,0,,
node,32596217,,POINT (0.1888374 51.2864355),0,0,0,1,0,0,,
node,33014385,Ebbisham Center Parking,POINT (-0.266593 51.334381),0,0,0,1,0,0,,
node,33041184,,POINT (-0.250495 51.3123876),0,0,0,1,0,0,,
node,33338679,,POINT (-0.2395788 51.3566821),0,0,0,1,0,0,,
node,33717258,Melbourne Road,POINT (-0.1497871 51.3617375),0,0,0,1,0,0,,
node,34190698,Cinnamon Lounge,POINT (-0.3284018 51.472105),0,0,0,0,1,0,,
node,36138571,The Grange,POINT (-0.1508364 51.3719881),0,0,0,0,1,0,,
node,36509097,The Royal,POINT (-0.3266794 51.4983082),0,0,0,0,1,0,,
node,36989166,,POINT (-0.2165092 51.3589443),0,0,0,1,0,0,,
node,45293688,Bombay Palace,POINT (0.2346712 51.5939208),0,0,0,0,1,0,,
node,49300216,,POINT (-0.2105291 51.46848),0,0,0,1,0,0,,
node,52026815,,POINT (-0.1080728 51.5949601),0,0,0,1,0,0,,
node,59379045,,POINT (-0.3513341 51.6531575),0,0,0,1,0,0,,
node,60660743,National Hospital for Neurology and Neurosurgery,POINT (-0.1223623 51.5222325),0,0,1,0,0,0,,
node,65095110,Tratorria Raffaele,POINT (-0.0487489 51.4256431),0,0,0,0,1,0,,
node,81603710,,POINT (0.0244068 51.3959307),0,0,0,1,0,0,,
node,96008565,Bistrotheque,POINT (-0.0560633 51.5340961),0,0,0,0,1,0,,
node,96229448,Mithai Ghar,POINT (-0.0656989 51.517788),0,0,0,0,1,0,,
node,97473786,,POINT (0.1770213 51.3889468),0,0,0,1,0,0,,
node,100293190,Old Fire Station,POINT (-0.0363257 51.5066722),0,0,0,1,0,0,,
node,108035514,A toca,POINT (-0.1312087 51.47539),0,0,0,0,1,0,,
node,128348464,Pimilco Spice,POINT (-0.1445726 51.4872464),0,0,0,0,1,0,,
node,130159372,Venus,POINT (-0.1777821 51.4177496),0,0,0,0,1,0,,
node,130159445,Corleone,POINT (-0.1782663 51.4182745),0,0,0,0,1,0,,
node,130216826,Nando's,POINT (-0.1780875 51.4136144),0,0,0,0,1,0,,
node,130903982,,POINT (-0.1127615 51.3347808),0,0,0,1,0,0,,
node,132957893,Alba,POINT (-0.1291139 51.4651993),0,0,0,0,1,0,,
node,132978018,Ferndales,POINT (-0.1239279 51.4629835),0,0,0,0,1,0,,
node,135791490,Clipstone Street Parking,POINT (-0.140931 51.5215218),0,0,0,1,0,0,,
node,153622543,Gibson Road Car Park,POINT (-0.1972229 51.3625172),0,0,0,1,0,0,,
node,153623119,St. Nicholas Centre,POINT (-0.1951157 51.3643561),0,0,0,1,0,0,,
node,169355678,Bon Gusto,POINT (-0.1378188 51.4992102),0,0,0,0,1,0,,
node,169368767,Bank Restaurant & Bar,POINT (-0.1372558 51.4986304),0,0,0,0,1,0,,
node,180403503,Spaghetti House,POINT (-0.1214512 51.5186204),0,0,0,0,1,0,,
node,187284060,Pizza Express,POINT (-0.1667732 51.4427534),0,0,0,0,1,0,,
node,210158963,Saint Georges Shopping Centre,POINT (-0.3398085 51.5812493),0,0,0,1,0,0,,
node,211913958,,POINT (-0.3779052 51.425561),0,0,0,1,0,0,,
node,212601199,South Hatch,POINT (-0.2505759 51.3201867),0,0,0,0,1,0,,
node,212851017,Ebury Road Car Park,POINT (-0.4707948 51.6385138),0,0,0,1,0,0,,
node,213434798,The Bulldog,POINT (-0.4737189 51.4425872),0,0,0,0,1,0,,
node,213854001,Harrow College,POINT (-0.3359559 51.5778433),1,0,0,0,0,0,,
node,217737929,,POINT (-0.4685487 51.6383712),0,0,0,1,0,0,,
node,222094739,,POINT (-0.3099593 51.6181453),0,0,0,1,0,0,,
node,223896344,,POINT (-0.3137242 51.3133423),0,0,0,1,0,0,,
node,242554852,Le Chamarel,POINT (-0.105547 51.5896604),0,0,0,0,1,0,,
node,243512067,The Duke of Wellington,POINT (-0.4275002 51.4622646),0,0,0,0,1,0,,
node,243764607,University of Greenwich,POINT (-0.0066531 51.4825423),0,0,0,0,0,1,,
node,243770887,Meridan College of Computing,POINT (-0.0112962 51.4781985),1,0,0,0,0,0,,
node,245097360,Christ the King Sixth Form College,POINT (-0.0025056 51.4645527),1,0,0,0,0,0,,
node,245433525,Whitewebbs House,POINT (-0.0796137 51.6783282),0,0,0,0,1,0,,
node,247957987,Ping Pong,POINT (-0.1165376 51.505166),0,0,0,0,1,0,,
node,247957988,Las Iguanas,POINT (-0.1176917 51.5055251),0,0,0,0,1,0,,
node,248228790,Hotrocks,POINT (-0.1451088 51.3582971),0,0,0,0,1,0,,
node,248443149,Waterhouse,POINT (-0.0789765 51.5366022),0,0,0,0,1,0,,
node,248932671,Gastro,POINT (-0.1378996 51.462607),0,0,0,0,1,0,,
node,248933563,No. 32 The Old Town,POINT (-0.1405744 51.4631322),0,0,0,0,1,0,,
node,249249365,Sainsbury's car park,POINT (-0.3118618 51.6166252),0,0,0,1,0,0,,
node,249249967,Nando's,POINT (-0.3110722 51.6178616),0,0,0,0,1,0,,
node,249567984,,POINT (-0.3104131 51.620312),0,0,0,1,0,0,,
node,250381053,,POINT (0.2356999 51.4014647),0,0,0,1,0,0,,
node,250808348,,POINT (-0.3257172 51.5090999),0,0,0,1,0,0,,
node,251576121,,POINT (-0.2357549 51.2919919),0,0,0,1,0,0,,
node,251576122,,POINT (-0.2456358 51.2832356),0,0,0,1,0,0,,
node,251577410,Walton Fish & Chips,POINT (-0.2447271 51.2830289),0,0,0,0,1,0,,
node,251579020,Walton Heath Tandoori,POINT (-0.2437143 51.2833026),0,0,0,0,1,0,,
node,251626975,,POINT (-0.0759669 51.5222646),0,0,0,1,0,0,,
node,253267060,,POINT (-0.409135 51.3758148),0,0,0,0,1,0,,
node,253469668,,POINT (-0.3965782 51.3680652),0,0,0,0,1,0,,
node,253937118,,POINT (-0.1190636 51.6292047),0,0,0,1,0,0,,
node,254005151,Priory Hospital,POINT (-0.1183042 51.6320636),0,0,1,0,0,0,,
node,255008099,Paesan,POINT (-0.1230838 51.5796288),0,0,0,0,1,0,,
node,255135822,Sicily,POINT (-0.2709857 51.3317299),0,0,0,0,1,0,,
node,255136127,Café Rouge,POINT (-0.2691363 51.3332622),0,0,0,0,1,0,,
node,255136405,Ask,POINT (-0.2656304 51.3336344),0,0,0,0,1,0,,
node,255136777,Nando's,POINT (-0.2670861 51.3338487),0,0,0,0,1,0,,
node,257464737,Pizza Hut,POINT (-0.2403793 51.4936329),0,0,0,0,1,0,,
node,257808638,,POINT (-0.0818311 51.6163324),0,0,0,1,0,0,,
node,257811613,Chaseside,POINT (-0.0872645 51.6595558),0,0,0,0,1,0,,
node,257811796,Zaza,POINT (-0.0879064 51.6594016),0,0,0,0,1,0,,
node,257999236,,POINT (-0.2172682 51.354293),0,0,0,1,0,0,,
node,259086194,La Figa,POINT (-0.0394594 51.5101159),0,0,0,0,1,0,,
node,259086195,Natak,POINT (-0.0387865 51.5100931),0,0,0,0,1,0,,
node,259569252,Goya,POINT (-0.1374885 51.4884009),0,0,0,0,1,0,,
node,259774384,Sketch,POINT (-0.1414857 51.5127342),0,0,0,0,1,0,,
node,260243944,,POINT (-0.0424486 51.6809711),0,0,0,1,0,0,,
node,260416193,Ryde House Car Park,POINT (-0.3101163 51.4562846),0,0,0,1,0,0,,
node,261269878,The Full Monty,POINT (-0.0509194 51.52821),0,0,0,0,1,0,,
node,261325961,Tia Maria Bar & Kitchen,POINT (-0.12483 51.4808939),0,0,0,0,1,0,,
node,262411966,China Ark,POINT (-0.0525884 51.5203402),0,0,0,0,1,0,,
node,262560304,,POINT (-0.3609076 51.5644683),0,0,0,1,0,0,,
node,262562858,Il Pirata London,POINT (-0.0596251 51.5032228),0,0,0,0,1,0,,
node,262565580,Giraffe,POINT (-0.1170999 51.5062917),0,0,0,0,1,0,,
node,262565828,PizzaExpress,POINT (-0.137108 51.4888419),0,0,0,0,1,0,,
node,263028181,,POINT (-0.0741696 51.5626662),0,0,0,1,0,0,,
node,264137221,River View Restaurant,POINT (-0.054029 51.505619),0,0,0,0,1,0,,
node,264498970,Ahir Lorenzo's,POINT (-0.1935144 51.6017494),0,0,0,0,1,0,,
node,264515720,PizzaExpress,POINT (-0.1187798 51.5178558),0,0,0,0,1,0,,
node,264587384,Verdi's,POINT (-0.0446566 51.5222995),0,0,0,0,1,0,,
node,264625036,Jabinjia Hotpot,POINT (-0.0828862 51.5271512),0,0,0,0,1,0,,
node,264803330,PizzaExpress,POINT (-0.1115497 51.4872503),0,0,0,0,1,0,,
node,264803332,Pizza Hut,POINT (-0.1111439 51.4873118),0,0,0,0,1,0,,
node,264838563,,POINT (-0.1073105 51.4979007),0,0,0,1,0,0,,
node,265255759,Nando's,POINT (-0.2879784 51.5101708),0,0,0,0,1,0,,
node,265256424,,POINT (-0.0174672 51.5616167),0,0,0,1,0,0,,
node,265649514,Lemonia,POINT (-0.1570131 51.5416421),0,0,0,0,1,0,,
node,265662788,Il Posto,POINT (-0.1419336 51.4957287),0,0,0,0,1,0,,
node,266416976,Ananda,POINT (-0.0068108 51.4955582),0,0,0,0,1,0,,
node,266481949,Aubaine,POINT (-0.1393146 51.5109108),0,0,0,0,1,0,,
node,266898069,Hayes Station Car Park,POINT (0.0097138 51.3762183),0,0,0,1,0,0,,
node,266946085,,POINT (0.1043862 51.3981122),0,0,0,1,0,0,,
node,267971989,The Brew House,POINT (-0.1667879 51.5717552),0,0,0,0,1,0,,
node,268088361,Pizza Hut,POINT (-0.5125163 51.4345259),0,0,0,0,1,0,,
node,268642686,Wraps and Wings,POINT (0.0021059 51.5406584),0,0,0,0,1,0,,
node,269253647,,POINT (0.0012228 51.5422604),0,0,0,1,0,0,,
node,271409937,Clifton Restaurant,POINT (-0.026204 51.4997405),0,0,0,0,1,0,,
node,271949508,Goodman,POINT (-0.1422056 51.5131214),0,0,0,0,1,0,,
node,271949545,Pollen Street Social,POINT (-0.1423314 51.513393),0,0,0,0,1,0,,
node,272077156,Uno,POINT (-0.140075 51.4920195),0,0,0,0,1,0,,
node,272499359,Kinkao Thai Restaurant,POINT (-0.0136551 51.4861623),0,0,0,0,1,0,,
node,273217512,Dolphin Square,POINT (-0.1374218 51.486687),0,0,0,1,0,0,,
node,273404140,Maya Lounge,POINT (-0.175384 51.6306596),0,0,0,0,1,0,,
node,273542295,Satay Bar,POINT (-0.11448 51.4614013),0,0,0,0,1,0,,
node,275405499,Moo Cantina Pimlico,POINT (-0.135199 51.49107),0,0,0,0,1,0,,
node,276076130,About Thyme,POINT (-0.1399743 51.4924729),0,0,0,0,1,0,,
node,276676950,Pimlico Tandoori,POINT (-0.136883 51.4889995),0,0,0,0,1,0,,
node,277337382,Caffè Concerto,POINT (-0.1664209 51.4983961),0,0,0,0,1,0,,
node,277910542,Dilpasand,POINT (-0.0635587 51.514916),0,0,0,0,1,0,,
node,278273595,Medieval Banquet,POINT (-0.0711841 51.5076256),0,0,0,0,1,0,,
node,279651292,,POINT (-0.1131162 51.5588855),0,0,0,1,0,0,,
node,280835741,No. Fifty Cheyne,POINT (-0.1694677 51.4833465),0,0,0,0,1,0,,
node,281426069,Bella Italia,POINT (-0.1876332 51.511834),0,0,0,0,1,0,,
node,281426392,La Brasserie Italiano,POINT (-0.1874213 51.5125046),0,0,0,0,1,0,,
node,282113431,Top 1 Forever,POINT (0.0207124 51.5075201),0,0,0,0,1,0,,
node,282686477,Southbank Centre,POINT (-0.1158875 51.5060021),0,0,0,1,0,0,,
node,282686484,PizzaExpress,POINT (-0.1151021 51.5056639),0,0,0,0,1,0,,
node,282686485,Honest Burgers,POINT (-0.1167364 51.5052279),0,0,0,0,1,0,,
node,282686486,Côte Brasserie,POINT (-0.1169556 51.5052961),0,0,0,0,1,0,,
node,282686488,Strada,POINT (-0.117588 51.5058176),0,0,0,0,1,0,,
node,282859047,So! Restaurant Bar,POINT (0.0261464 51.5054491),0,0,0,0,1,0,,
node,286484853,,POINT (-0.4833321 51.2993868),0,0,0,1,0,0,,
node,286488219,,POINT (-0.4839314 51.2993684),0,0,0,1,0,0,,
node,286488325,,POINT (-0.4955288 51.2872758),0,0,0,1,0,0,,
node,286488326,,POINT (-0.4958703 51.2875826),0,0,0,1,0,0,,
node,286488345,,POINT (-0.5159378 51.2775624),0,0,0,1,0,0,,
node,286488346,,POINT (-0.5161041 51.2779364),0,0,0,1,0,0,,
node,286509356,Sanh Hing,POINT (-0.0825069 51.4962331),0,0,0,0,1,0,,
node,286509357,Tower Tandoori,POINT (-0.0825831 51.4961827),0,0,0,0,1,0,,
node,287453551,Simply Indian,POINT (-0.0914796 51.5006223),0,0,0,0,1,0,,
node,287531074,,POINT (-0.3041798 51.4092592),0,0,0,1,0,0,,
node,288598376,Thai Thai Café,POINT (-0.2645088 51.4995651),0,0,0,0,1,0,,
node,289563831,Bridge Lane Health Centre,POINT (-0.1663173 51.4732684),0,0,1,0,0,0,,
node,290128614,Wagamama,POINT (-0.117683 51.5057051),0,0,0,0,1,0,,
node,291083912,,POINT (-0.2757457 51.5754299),0,0,0,1,0,0,,
node,291667665,Bodean's,POINT (-0.1562741 51.4383116),0,0,0,0,1,0,,
node,291674077,Derby Car Parking,POINT (-0.1039488 51.3779709),0,0,0,1,0,0,,
node,291675462,Factory Lane Car Park,POINT (-0.1073926 51.3761439),0,0,0,1,0,0,,
node,292163599,Vinoteca Farringdon,POINT (-0.1018834 51.520045),0,0,0,0,1,0,,
node,292384037,The Cinnamon Club,POINT (-0.129607 51.4975224),0,0,0,0,1,0,,
node,293016507,,POINT (-0.1358158 51.4442286),0,0,0,1,0,0,,
node,293018566,,POINT (0.0531888 51.3658941),0,0,0,1,0,0,,
node,293018578,Chapter One,POINT (0.0530974 51.3657676),0,0,0,0,1,0,,
node,293224479,,POINT (0.143033 51.4559203),0,0,0,1,0,0,,
node,293224643,,POINT (0.1450328 51.4555031),0,0,0,1,0,0,,
node,293226649,,POINT (0.1438913 51.4573108),0,0,0,1,0,0,,
node,293805811,York & Albany,POINT (-0.1464791 51.5360507),0,0,0,0,1,0,,
node,293975551,Ealing Broadway Shopping Centre,POINT (-0.303272 51.5129357),0,0,0,1,0,0,,
node,294102721,Yokoya,POINT (-0.1420045 51.5367912),0,0,0,0,1,0,,
node,295448577,Al Arez Express,POINT (-0.1648246 51.5165605),0,0,0,0,1,0,,
node,295905045,The Harcourt,POINT (-0.1640981 51.5195485),0,0,0,0,1,0,,
node,295975928,Coq d'Argent,POINT (-0.0908549 51.513355),0,0,0,0,1,0,,
node,296070235,,POINT (-0.3077268 51.4105362),0,0,0,1,0,0,,
node,296358655,StreetXO,POINT (-0.1413619 51.5112833),0,0,0,0,1,0,,
node,296484518,Napa,POINT (-0.2780734 51.4924822),0,0,0,0,1,0,,
node,296484947,Cucina China Buffet,POINT (-0.2675256 51.4935053),0,0,0,0,1,0,,
node,296491138,The Real Greek,POINT (-0.0951602 51.5080583),0,0,0,0,1,0,,
node,296491141,PizzaExpress,POINT (-0.096 51.5081984),0,0,0,0,1,0,,
node,296563324,Royal Home and Hospital for Incurables,POINT (-0.1070682 51.423089),0,0,1,0,0,0,,
node,296610128,Wagamama,POINT (-0.0931398 51.5117911),0,0,0,0,1,0,,
node,296614811,PizzaExpress,POINT (-0.0802977 51.5097496),0,0,0,0,1,0,,
node,296614820,Kirin,POINT (-0.0794148 51.5112388),0,0,0,0,1,0,,
node,296615758,Tavolino,POINT (-0.0801739 51.5053308),0,0,0,0,1,0,,
node,296615763,Gaucho,POINT (-0.0803967 51.5051331),0,0,0,0,1,0,,
node,296639103,Oxo Tower Restaurant,POINT (-0.108242 51.5083936),0,0,0,0,1,0,,
node,298035282,,POINT (0.0744259 51.4925766),0,0,0,1,0,0,,
node,298915890,,POINT (-0.1643932 51.5247855),0,0,0,1,0,0,,
node,298915899,Rio's Piri Piri,POINT (-0.1670048 51.5239089),0,0,0,0,1,0,,
node,298917254,Q-Park Church Street,POINT (-0.1701861 51.5223299),0,0,0,1,0,0,,
node,298917264,Bell Street Car Park,POINT (-0.1699134 51.5204327),0,0,0,1,0,0,,
node,299523381,PizzaExpress,POINT (-0.1575888 51.5218536),0,0,0,0,1,0,,
node,299610713,Akari,POINT (-0.0957547 51.5405064),0,0,0,0,1,0,,
node,299612702,Franco Manca,POINT (-0.1038389 51.5361636),0,0,0,0,1,0,,
node,299615150,Wahaca,POINT (-0.1039142 51.5359926),0,0,0,0,1,0,,
node,299615227,Sessions,POINT (-0.1037374 51.5365176),0,0,0,0,1,0,,
node,299615313,Isarn,POINT (-0.1025179 51.5385359),0,0,0,0,1,0,,
node,299615387,Terra Rossa,POINT (-0.1026162 51.539491),0,0,0,0,1,0,,
node,299615449,Le Mercury,POINT (-0.1026778 51.5397161),0,0,0,0,1,0,,
node,299615477,La Porchetta,POINT (-0.1026842 51.53978),0,0,0,0,1,0,,
node,299615649,Street Burger,POINT (-0.1039686 51.5351424),0,0,0,0,1,0,,
node,299615666,Thai Square,POINT (-0.1041977 51.5348703),0,0,0,0,1,0,,
node,299615868,PizzaExpress,POINT (-0.1037375 51.535348),0,0,0,0,1,0,,
node,299615920,Bellanger,POINT (-0.1026836 51.5365453),0,0,0,0,1,0,,
node,299615983,Nando's,POINT (-0.1029125 51.5370798),0,0,0,0,1,0,,
node,299616048,Carluccio's,POINT (-0.1022755 51.5379933),0,0,0,0,1,0,,
node,299616251,The Ottoman,POINT (-0.1020998 51.5389098),0,0,0,0,1,0,,
node,299616421,Pasha,POINT (-0.1021021 51.5389621),0,0,0,0,1,0,,
node,300413446,Gourmet Burger Kitchen,POINT (-0.1779171 51.4921687),0,0,0,0,1,0,,
node,300413484,Gỗ,POINT (-0.1760492 51.4931045),0,0,0,0,1,0,,
node,300425781,Papa Roma,POINT (-0.175681 51.4937726),0,0,0,0,1,0,,
node,300425808,Moti Mahal,POINT (-0.1757732 51.4935463),0,0,0,0,1,0,,
node,300425811,Wright Brothers,POINT (-0.1764889 51.4931264),0,0,0,0,1,0,,
node,300425812,Bella Italia,POINT (-0.1766099 51.4930693),0,0,0,0,1,0,,
node,300500854,Grosvenor Hill NCP,POINT (-0.1463236 51.5112116),0,0,0,1,0,0,,
node,300500878,Wagamama,POINT (-0.1453061 51.5402184),0,0,0,0,1,0,,
node,300613142,La Rascasse,POINT (-0.0251819 51.4078361),0,0,0,0,1,0,,
node,300613859,Risto,POINT (-0.0315118 51.406701),0,0,0,0,1,0,,
node,300954355,,POINT (-0.184382 51.5108888),0,0,0,1,0,0,,
node,301014982,St John's Wood Car Park,POINT (-0.1731685 51.5342147),0,0,0,1,0,0,,
node,301017057,,POINT (-0.1678006 51.5344024),0,0,0,1,0,0,,
node,302166729,Acton & West London College,POINT (-0.2765006 51.5075687),1,0,0,0,0,0,,
node,302178354,Coffee 2 Cocktails Restaurant,POINT (-0.3395744 51.5703064),0,0,0,0,1,0,,
node,302397761,Scalini,POINT (-0.1648778 51.4959354),0,0,0,0,1,0,,
node,302410258,,POINT (-0.1666316 51.5228884),0,0,0,1,0,0,,
node,302623544,Franco Manca,POINT (-0.1083961 51.5025403),0,0,0,0,1,0,,
node,303187448,Nando's,POINT (-0.1329449 51.4634939),0,0,0,0,1,0,,
node,304421989,Adega Lusitana,POINT (-0.2442261 51.5358215),0,0,0,0,1,0,,
node,304464906,,POINT (-0.251129 51.5481592),0,0,0,1,0,0,,
node,305481820,Standard Tandoori,POINT (-0.1062725 51.5477974),0,0,0,0,1,0,,
node,306042529,Wagamama,POINT (-0.106562 51.534313),0,0,0,0,1,0,,
node,306042546,Gourmet Burger Kitchen,POINT (-0.106436 51.5343272),0,0,0,0,1,0,,
node,306047296,Jones & Sons,POINT (-0.1058677 51.5340057),0,0,0,0,1,0,,
node,306135216,Wasabi,POINT (-0.0833714 51.5164477),0,0,0,0,1,0,,
node,306472064,Harrods Car Park,POINT (-0.1637319 51.498228),0,0,0,1,0,0,,
node,307852577,PizzaExpress,POINT (-0.2087518 51.4960817),0,0,0,0,1,0,,
node,308064668,,POINT (-0.0409623 51.3988254),0,0,0,1,0,0,,
node,308064675,Lugana,POINT (-0.0405328 51.3989089),0,0,0,0,1,0,,
node,308064682,Taste Of Cyprus,POINT (-0.041254 51.3989174),0,0,0,0,1,0,,
node,308064684,Zi Teresa,POINT (-0.0414128 51.39891),0,0,0,0,1,0,,
node,308082035,Rousillon,POINT (-0.1515258 51.4897406),0,0,0,0,1,0,,
node,309114626,Namaste Holborn,POINT (-0.1212446 51.5206484),0,0,0,0,1,0,,
node,309505065,Pizza Hut,POINT (-0.1877575 51.5128225),0,0,0,0,1,0,,
node,309740074,Le Vacherin,POINT (-0.26436 51.4963152),0,0,0,0,1,0,,
node,310897070,Izgara,POINT (-0.1747593 51.6305239),0,0,0,0,1,0,,
node,311877300,Floris,POINT (-0.12364 51.5212872),0,0,0,0,1,0,,
node,311877304,PizzaExpress,POINT (-0.1227098 51.5205849),0,0,0,0,1,0,,
node,311958583,,POINT (-0.1264789 51.6305131),0,0,0,1,0,0,,
node,312165338,La Meridiana,POINT (-0.4360869 51.278187),0,0,0,0,1,0,,
node,312183255,Má Là,POINT (-0.130632 51.4967352),0,0,0,0,1,0,,
node,312184478,Horseferry Road,POINT (-0.1321135 51.4955243),0,0,0,1,0,0,,
node,312559593,WF Catering at Jenny Hammond Primary School,POINT (0.0080113 51.5549347),0,0,0,0,1,0,,
node,312559729,White Goose Bistro - Magda Gessler,POINT (0.004369 51.5453408),0,0,0,0,1,0,,
node,313349031,Pastaio,POINT (-0.1390316 51.5129035),0,0,0,0,1,0,,
node,313617787,Saigon Saigon,POINT (-0.2406865 51.4933414),0,0,0,0,1,0,,
node,313617804,Tosa,POINT (-0.2430575 51.493575),0,0,0,0,1,0,,
node,313617813,Fait Maison,POINT (-0.2383387 51.4997397),0,0,0,0,1,0,,
node,313913508,Morinoya,POINT (-0.1409348 51.4940378),0,0,0,0,1,0,,
node,315774445,The Five Rivers,POINT (-0.3307557 51.2949977),0,0,0,0,1,0,,
node,317000812,The Olive,POINT (0.0092875 51.5686994),0,0,0,0,1,0,,
node,317160519,La Poule au Pot,POINT (-0.1525987 51.4909877),0,0,0,0,1,0,,
node,317291386,Busaba Eathai,POINT (-0.1325118 51.5195455),0,0,0,0,1,0,,
node,317421490,Beefeater,POINT (-0.3153764 51.3468532),0,0,0,0,1,0,,
node,317930333,Bung Hole Cellars,POINT (-0.1153178 51.518344),0,0,0,0,1,0,,
node,318743793,Milbank Spice,POINT (-0.1323749 51.4902186),0,0,0,0,1,0,,
node,319614483,,POINT (-0.0302949 51.4057182),0,0,0,1,0,0,,
node,319984690,Ping Pong,POINT (-0.0947404 51.5132553),0,0,0,0,1,0,,
node,319984698,Thai Square,POINT (-0.0937202 51.5118712),0,0,0,0,1,0,,
node,322270225,Old Etonian,POINT (-0.338227 51.5721163),0,0,0,0,1,0,,
node,322270228,Ristorante LA COLLINA,POINT (-0.3383075 51.572065),0,0,0,0,1,0,,
node,322270302,The Connoisseur,POINT (-0.3394021 51.5706904),0,0,0,0,1,0,,
node,322270304,Incanto,POINT (-0.3394743 51.5705895),0,0,0,0,1,0,,
node,322970463,"Quality Pie, Mash & Eels",POINT (-0.0931799 51.4843567),0,0,0,0,1,0,,
node,322975294,K & F Restaurant,POINT (-0.093956 51.483678),0,0,0,0,1,0,,
node,323796333,Wahaca,POINT (-0.0840084 51.5257393),0,0,0,0,1,0,,
node,323861304,,POINT (-0.2156375 51.4620286),0,0,0,1,0,0,,
node,325179120,,POINT (-0.4552774 51.5899937),0,0,0,1,0,0,,
node,330591003,Pavillion Cafe,POINT (-0.1498519 51.5823256),0,0,0,0,1,0,,
node,330973451,Mesa Kitchen & Lounge,POINT (-0.1256466 51.6272874),0,0,0,0,1,0,,
node,331298008,Le Sacré Coeur,POINT (-0.103591 51.5376283),0,0,0,0,1,0,,
node,331534409,ASK Italian,POINT (-0.1050165 51.5354621),0,0,0,0,1,0,,
node,331534417,Vigata,POINT (-0.1068254 51.5362614),0,0,0,0,1,0,,
node,331534430,Kilis,POINT (-0.1030744 51.5376299),0,0,0,0,1,0,,
node,331534431,Rosa's Thai Cafe,POINT (-0.1031478 51.5376312),0,0,0,0,1,0,,
node,331534433,Mem & Laz,POINT (-0.1032571 51.5376287),0,0,0,0,1,0,,
node,331534434,Gallipoli Bistro,POINT (-0.1029448 51.5376616),0,0,0,0,1,0,,
node,331534436,Antonio's,POINT (-0.1028456 51.5391936),0,0,0,0,1,0,,
node,331873501,Saravanaa Bhavan,POINT (0.0505393 51.5423552),0,0,0,0,1,0,,
node,331880857,Pizza Hut,POINT (-0.1030255 51.5412098),0,0,0,0,1,0,,
node,331880863,Pera,POINT (-0.103042 51.5412618),0,0,0,0,1,0,,
node,331880880,VQ,POINT (-0.1031021 51.5415596),0,0,0,0,1,0,,
node,331880884,The Blue Legume,POINT (-0.1031181 51.5416152),0,0,0,0,1,0,,
node,331880896,Santa Maria,POINT (-0.1032134 51.542405),0,0,0,0,1,0,,
node,331880897,100islington,POINT (-0.1028249 51.5426082),0,0,0,0,1,0,,
node,331880899,Gem,POINT (-0.1028704 51.5428465),0,0,0,0,1,0,,
node,331880923,La Pasta,POINT (-0.104055 51.54651),0,0,0,0,1,0,,
node,331880924,Trevi,POINT (-0.10382 51.546677),0,0,0,0,1,0,,
node,331916800,,POINT (0.0494918 51.5441568),0,0,0,0,1,0,,
node,331916801,,POINT (0.0492343 51.5450375),0,0,0,0,1,0,,
