,latitude,longitude,college,food_court,hospital,parking,restaurant,university,distance,charging_station,cs_idx,amenity_idx
125,51.515846,-0.0784893,0.0,0.0,0.0,0.0,1.0,0.0,85.09869239397969,1.0,43.0,4304.0
126,51.4080529,-0.3078246,0.0,0.0,0.0,0.0,1.0,0.0,35.510154239771325,1.0,44.0,1200.0
127,51.4080529,-0.3078246,0.0,0.0,0.0,0.0,1.0,0.0,28.413987349512468,1.0,44.0,2228.0
128,51.4080529,-0.3078246,0.0,0.0,0.0,0.0,1.0,0.0,77.55335709282794,1.0,44.0,2852.0
129,51.4080529,-0.3078246,0.0,0.0,0.0,0.0,1.0,0.0,70.87358717069853,1.0,44.0,4281.0
130,51.4511265,0.0506186,0.0,0.0,0.0,0.0,1.0,0.0,68.49948356117835,1.0,50.0,1963.0
131,51.5005046,-0.1782186999999999,0.0,0.0,0.0,0.0,1.0,0.0,61.96245386312093,1.0,51.0,3451.0
132,51.50934,-0.22283,0.0,0.0,0.0,0.0,1.0,0.0,67.2310504604223,1.0,56.0,3893.0
133,51.50934,-0.22283,0.0,0.0,0.0,0.0,1.0,0.0,51.882554573085535,1.0,56.0,3894.0
134,51.50934,-0.22283,0.0,0.0,0.0,0.0,1.0,0.0,61.46622935020369,1.0,56.0,5198.0
135,51.487,-0.219917,0.0,0.0,0.0,0.0,1.0,0.0,89.43743406173738,1.0,59.0,2090.0
136,51.51422,-0.12136,0.0,0.0,0.0,0.0,1.0,0.0,30.049390870449958,1.0,60.0,2669.0
137,51.51422,-0.12136,0.0,0.0,0.0,0.0,1.0,0.0,55.11810365949709,1.0,60.0,3186.0
138,51.51422,-0.12136,0.0,0.0,0.0,0.0,1.0,0.0,38.09541662945235,1.0,60.0,3188.0
139,51.5456386458124,-0.077235549688339,0.0,0.0,0.0,0.0,1.0,0.0,91.43743473569462,1.0,69.0,4908.0
140,51.5046219,-0.0162947,0.0,0.0,0.0,0.0,1.0,0.0,72.60114913075837,1.0,72.0,4527.0
141,51.5025768,-0.0187320999999999,0.0,0.0,0.0,1.0,0.0,0.0,63.31903049636103,1.0,73.0,1781.0
142,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,26.050942865890626,1.0,73.0,4454.0
143,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,5.287471039289965,1.0,73.0,4455.0
144,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,11.591289807589154,1.0,73.0,4456.0
145,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,72.69336059061644,1.0,73.0,4496.0
146,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,76.03059883436568,1.0,73.0,4501.0
147,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,75.13737699864294,1.0,73.0,4502.0
148,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,79.83254742556923,1.0,73.0,4503.0
149,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,55.17938732822881,1.0,73.0,4530.0
150,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,71.65551242077039,1.0,73.0,4674.0
151,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,68.00528061260718,1.0,73.0,4675.0
152,51.5025768,-0.0187320999999999,0.0,0.0,0.0,0.0,1.0,0.0,12.976297309073518,1.0,73.0,5454.0
153,51.4941693,-0.2319747999999999,0.0,0.0,0.0,0.0,1.0,0.0,42.78848592814694,1.0,75.0,4587.0
154,51.65702994085879,-0.417731759835191,0.0,0.0,0.0,1.0,0.0,0.0,6.636644034232201,1.0,79.0,1195.0
155,51.4076327,-0.3042597999999999,0.0,0.0,0.0,1.0,0.0,0.0,35.38748246765378,1.0,82.0,2651.0
156,51.409478,-0.3012869999999999,0.0,0.0,0.0,1.0,0.0,0.0,75.34503372837526,1.0,83.0,2601.0
157,51.409478,-0.3012869999999999,0.0,0.0,0.0,1.0,0.0,0.0,24.805944083491607,1.0,83.0,2721.0
158,51.4626839881427,-0.300836563110352,0.0,0.0,0.0,0.0,1.0,0.0,98.01732327497929,1.0,87.0,2465.0
159,51.5535974,-0.2968467999999999,0.0,0.0,0.0,0.0,1.0,0.0,13.382022138832896,1.0,92.0,4728.0
160,51.5016873,-0.1895541,0.0,0.0,0.0,0.0,1.0,0.0,53.51963692624689,1.0,98.0,468.0
161,51.5016873,-0.1895541,0.0,0.0,0.0,0.0,1.0,0.0,94.77654806597083,1.0,98.0,776.0
162,51.5016873,-0.1895541,0.0,0.0,0.0,0.0,1.0,0.0,90.81158241155379,1.0,98.0,4697.0
163,51.5016873,-0.1895541,0.0,0.0,0.0,0.0,1.0,0.0,86.14112239288174,1.0,98.0,4698.0
164,51.5016873,-0.1895541,0.0,0.0,0.0,0.0,1.0,0.0,72.11348077486527,1.0,98.0,4699.0
165,51.5016873,-0.1895541,0.0,0.0,0.0,0.0,1.0,0.0,57.502609991959964,1.0,98.0,4700.0
166,51.5016873,-0.1895541,0.0,0.0,0.0,0.0,1.0,0.0,67.13626028683635,1.0,98.0,4701.0
167,51.5016873,-0.1895541,0.0,0.0,0.0,0.0,1.0,0.0,93.5368176935713,1.0,98.0,5544.0
168,51.5016873,-0.1895541,0.0,0.0,0.0,0.0,1.0,0.0,56.52983340063816,1.0,98.0,5550.0
169,51.4543751,-0.1917143999999999,0.0,0.0,0.0,0.0,1.0,0.0,94.16448056379781,1.0,101.0,3033.0
170,51.4461883,-0.0206126999999999,0.0,0.0,0.0,1.0,0.0,0.0,38.33908751120792,1.0,108.0,2395.0
171,51.4461883,-0.0206126999999999,0.0,0.0,0.0,0.0,1.0,0.0,89.48236997118362,1.0,108.0,4127.0
172,51.4461883,-0.0206126999999999,0.0,0.0,0.0,0.0,1.0,0.0,7.16274279859488,1.0,108.0,4711.0
173,51.4499171,0.0594405999999999,0.0,0.0,0.0,1.0,0.0,0.0,15.7546361206464,1.0,109.0,1325.0
174,51.5580701,0.0723731,0.0,0.0,0.0,1.0,0.0,0.0,75.66795138995383,1.0,113.0,2693.0
175,51.4588141,-0.0121059999999999,0.0,0.0,0.0,0.0,1.0,0.0,49.44377761266918,1.0,116.0,5962.0
176,51.4746423,-0.0126994999999999,0.0,0.0,0.0,1.0,0.0,0.0,88.46983249018533,1.0,119.0,1324.0
177,51.4889556,-0.0082744,0.0,0.0,0.0,0.0,1.0,0.0,54.695886822601324,1.0,122.0,4415.0
178,51.5052551,-0.1168897999999999,0.0,0.0,0.0,0.0,1.0,0.0,26.31314274550481,1.0,137.0,76.0
179,51.5052551,-0.1168897999999999,0.0,0.0,0.0,0.0,1.0,0.0,63.10124307109443,1.0,137.0,77.0
180,51.5052551,-0.1168897999999999,0.0,0.0,0.0,0.0,1.0,0.0,11.03960408707182,1.0,137.0,161.0
181,51.5052551,-0.1168897999999999,0.0,0.0,0.0,0.0,1.0,0.0,6.443995251186286,1.0,137.0,162.0
182,51.5052551,-0.1168897999999999,0.0,0.0,0.0,0.0,1.0,0.0,79.04023187516968,1.0,137.0,163.0
