,latitude,longitude,college,food_court,hospital,parking,restaurant,university,charging_station
3600,51.527276,0.030924,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2201,51.457553,-0.046483,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3253,51.602208,0.2435179999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4747,51.5066338,-0.2214896,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6510,51.5072855,-0.1454437,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1502,51.483882,-0.314539,0.0,0.0,0.0,0.0,0.0,0.0,1.0
840,51.5423077,-0.4784368,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1681,51.5855303,-0.497839500000055,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7172,51.4928494,-0.0973225,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1317,51.5307931,-0.2365864,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5701,51.5215561,-0.0468968,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6101,51.5108443,-0.1318301,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4798,51.3723194,-0.1673946,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6823,51.5352585,-0.1902191,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1403,51.432429,-0.510981,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7268,51.5240474,-0.132485,0.0,0.0,0.0,0.0,0.0,1.0,0.0
383,51.5070413145021,-0.100876875221729,0.0,0.0,0.0,1.0,1.0,0.0,1.0
7773,51.4928213,-0.2275332,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2661,51.492041,-0.1870389999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6114,51.5122096,-0.0935388,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4317,51.4976029,-0.0812871,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7098,51.5008639,-0.1927253,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6139,51.5221016,-0.1109801,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1546,51.5586934537,0.127973757844,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2544,51.477199,-0.2070769999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6522,51.5311202,-0.2303207,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6597,51.3342753,-0.2630381,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3836,51.5703064,-0.3395744,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5851,51.4608747,-0.1675835,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7146,51.5136381,-0.3056646,0.0,0.0,0.0,0.0,1.0,0.0,0.0
639,51.532282,-0.181304,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1135,51.528702,-0.18818,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4216,51.514691,-0.1409747,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5092,51.616826,-0.0872541,0.0,0.0,0.0,0.0,1.0,0.0,0.0
125,51.46286,0.104975,0.0,0.0,0.0,0.0,1.0,0.0,1.0
456,51.512844,-0.143349,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7303,51.4869536,-0.1707824,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7100,51.4996124,-0.1966578,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,51.367871,-0.3062749999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0
792,51.650837,-0.07932,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1394,51.4992318385,-0.152047727398,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4894,51.3739183,-0.0970894,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4100,51.5026169,-0.2249107,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6465,51.3745282,-0.0910215,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4441,51.5467951,-0.1586612,0.0,0.0,0.0,0.0,1.0,0.0,0.0
685,51.546602,-0.204545,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6622,51.3937597,0.1121716,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7032,51.5063301,-0.2093497,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1079,51.45919,-0.445245,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2159,51.534468,-0.214281,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3544,51.487113,-0.189409,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6174,51.5154251,-0.337229,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5415,51.5320256,-0.120442,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2202,51.459132,-0.047873,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5745,51.4144754,-0.0531976,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1855,51.545375,-0.0059289999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5790,51.5223928,-0.142496,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67,51.421076,-0.175194,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5185,51.3618476,-0.1921738,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7007,51.309753,-0.2412748,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1414,51.651968,-0.3690049999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6980,51.5061104,-0.0185334,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3017,51.535101,-0.346589,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7435,51.4283241,-0.1669561,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4854,51.3879545,-0.5081086,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5500,51.5071715,-0.1498973,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5055,51.4936219,-0.1762135,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6675,51.5882829,-0.0837588,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7001,51.5180929,-0.206914,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3035,51.406427,-0.3349189999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2472,51.467817,-0.097041,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6269,51.4994115,-0.1574706,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,51.484694,-0.200908,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4090,51.5140455,-0.1597282,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4945,51.5706288,-0.3398221,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2712,51.501111,-0.2641509999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5176,51.5643108,-0.3536789,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7891,51.5363638,-0.057508,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2043,51.484073,-0.167578,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4669,51.5803453,-0.1237274,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3305,51.34956552485252,-0.100148909159543,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5594,51.4280009,-0.4905177,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2520,51.472983,-0.239039,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3399,51.520643,-0.185255,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1936,51.60663,-0.19641,0.0,0.0,0.0,0.0,0.0,0.0,1.0
929,51.64155215,0.055133281918198,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4965,51.4620748,-0.1370025,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6873,51.5160542,-0.1745575,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2896,51.554638,-0.088504,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1710,51.4038511648,-0.164866723596,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4260,51.5390909,0.0090736,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7105,51.3793916,-0.2007848,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2768,51.521287,-0.149635,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7322,51.4110317,-0.2083439,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2947,51.579763,-0.023274,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7120,51.5622166,-0.1971537,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3448,51.577035,-0.1092669999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3577,51.509471,-0.2393459999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7778,51.4930039,-0.2351033,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6148,51.5077101,-0.1411792,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5965,51.3729391,-0.4837638,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3704,51.425561,-0.3779052,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1723,51.483040076,-0.00308791484924,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2907,51.557086,-0.1353619999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1675,51.506949,-0.249272,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7655,51.535035,-0.486963,0.0,0.0,0.0,1.0,0.0,0.0,0.0
137,51.468575,-0.2265819999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4287,51.4901086,-0.0805174,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2243,51.421216,-0.143233,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4607,51.5161173,-0.1297225,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4339,51.4065493,-0.0305409,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6657,51.587423,-0.0369714,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1592,51.47453,-0.511815,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3501,51.413441,-0.1994989999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1615,51.437171,0.025209,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1499,51.4945838,0.07591724,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,51.36433737844055,-0.298896121504412,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3123,51.621813,0.0030039999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1404,51.55927,-0.27882,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6572,51.5257723,-0.0827165,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6360,51.5125182,-0.1387417,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6992,51.5178482,-0.2008117,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6388,51.5113855,-0.1396714,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2435,51.46314,-0.153611,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7695,51.5488208,-0.4803356,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2874,51.545248,-0.127375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5504,51.486234,-0.1261497,0.0,0.0,0.0,0.0,1.0,0.0,0.0
913,51.605063,-0.339950799999997,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5506,51.4874025,-0.2847041,0.0,0.0,0.0,0.0,1.0,0.0,0.0
214,51.488998,-0.1108,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5660,51.5476176,-0.0076194,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3731,51.3758148,-0.409135,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3740,51.6595558,-0.0872645,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4774,51.3995266,0.0164102,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2188,51.451105,-0.0572439999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1669,51.521042,-0.089946,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6912,51.513418,-0.0716102,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2213,51.477897,-0.064994,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2037,51.502741,-0.209417,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5245,51.4613391,-0.1116745,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8065,51.2769944,0.1836243,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6674,51.569004,0.0120766,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3999,51.4989784,-0.1431015,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2165,51.538953,-0.2011379999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2116,51.47773,-0.069953,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5789,51.6330676,-0.1264342,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2998,51.65661663044247,-0.204406230799349,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5783,51.4745439,-0.1553817,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1949,51.557817,-0.202935,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4177,51.4398056,-0.1064275,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3876,51.5705895,-0.3394743,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4463,51.5263951,-0.1252983,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4249,51.5130072,-0.1272622,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3984,51.5991604,-0.1964918,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6736,51.5125594,-0.3045112,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6786,51.5782297,0.0020366,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3119,51.604836,-0.2273309999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7147,51.4639504,-0.3223617,0.0,0.0,0.0,1.0,0.0,0.0,0.0
197,51.486797,-0.185549,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1573,51.581303,-0.226801,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6497,51.5041545,-0.0875151,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3630,51.57876,-0.351555,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7872,51.471572,-0.3285146,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7845,51.5565965,0.0005145,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7278,51.482975,-0.1781145,0.0,0.0,0.0,0.0,1.0,0.0,0.0
910,51.577993,-0.418033000000037,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6909,51.5160703,-0.1765304,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5598,51.5102867,-0.038749,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2785,51.524858,-0.194246,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,51.421356,-0.0015949999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3296,51.52337,-0.2026669999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4623,51.5023152,0.004007,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5411,51.5313878,-0.1207556,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7114,51.5092114,-0.2205962,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3570,51.508507,-0.230409,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3869,51.518344,-0.1153178,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1316,51.4733799,-0.1847628,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2857,51.542239,-0.044021,0.0,0.0,0.0,0.0,0.0,0.0,1.0
799,51.65702994085879,-0.417731759835191,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1344,51.4941820929695,0.168970056552906,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4204,51.5188893,-0.1504349,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6411,51.6654352,-0.3973232,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7425,51.4286784,-0.166332,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2987,51.40527932918661,-0.068705632451838,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7908,51.5990482,-0.0513261,0.0,0.0,0.0,1.0,0.0,0.0,0.0
222,51.4902,-0.1463,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1014,51.30490144064299,-0.406554077064924,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4779,51.4949171,-0.2114633,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3264,51.581713,0.207427,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2176,51.556368,-0.221597,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2379,51.456438,-0.1551219999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
492,51.516028,-0.301232,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3162,51.413109,-0.211117,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4691,51.5789899,-0.3982129,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6284,51.5749668,0.180232,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5791,51.4631879,-0.3024644,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1759,51.583241,-0.0109,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2742,51.512988,-0.263775,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2967,51.652024,-0.149917,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2115,51.531537,-0.213284,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5075,51.5768699,0.0668813,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1938,51.60487,-0.19739,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7540,51.4259812,-0.1695122,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7555,51.4240053,-0.1503558,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1163,51.507442,0.016295,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4668,51.5319901,-0.120483,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7319,51.300286,-0.492813,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7103,51.4975787,-0.196173,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3861,51.5129035,-0.1390316,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5131,51.4506104,0.0527631,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2293,51.440705,-0.12211,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2973,51.6496,-0.1742709999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1953,51.47205,-0.08782,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6004,51.51123,-0.0837459,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1993,51.443672,-0.138311,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4198,51.527096,-0.1307961,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7428,51.4284646,-0.1667469,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,51.485326,-0.175321,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3121,51.60908370357956,0.058533572843543,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3676,51.5788128,-0.2419189,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6128,51.5811112,-0.1220694,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4701,51.5127062,-0.1531295,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2093,51.452211,-0.001929,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5979,51.4621878,-0.1365638,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2951,51.581713,0.207427,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6731,51.4083505,-0.0253685,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2670,51.494019,-0.109731,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3260,51.533774,0.127027,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2341,51.450435,-0.0964049999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2305,51.443534,-0.200449,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6957,51.4986084,-0.0159851,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1921,51.512756,-0.1999959999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260,51.4945966436054,-0.099342744864543,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7925,51.6584858,-0.2667093,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3527,51.474472,-0.204233,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7931,51.5448949,-0.1758491,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6000,51.5147451,-0.1051801,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1746,51.3896493123,-0.197731282653,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7137,51.6063686,-0.1186757,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4257,51.5211045,-0.1094071,0.0,0.0,0.0,1.0,0.0,0.0,0.0
385,51.50713,-0.23272,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5847,51.3326745,0.1899703,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6982,51.5059673,-0.0172375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1660,51.524874,-0.0961,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5997,51.5098089,-0.1287629,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7834,51.5235951,-0.1580432,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2217,51.538813,-0.2019139999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6580,51.5130289,-0.1307519,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7814,51.5385091,-0.1486431,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6268,51.4620902,0.1092712,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1459,51.4572585257,-0.22030267362,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3407,51.523421,0.068574,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5170,51.5588281,-0.3605815,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5164,51.5542384,-0.1445626,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4903,51.5166596,-0.1111115,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4282,51.5134563,-0.1312464,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7349,51.5086498,-0.3386611,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4300,51.5546933,-0.0749065,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3066,51.445683,-0.399848,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2675,51.495326,-0.1682749999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6599,51.5099994,-0.1287528,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6217,51.497407,-0.143312,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2886,51.55255,-0.174544,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3770,51.49107,-0.135199,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7307,51.4750421,-0.3381073,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4511,51.4565496,0.0944783,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1930,51.511371,-0.1039419999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3353,51.4962124246617,0.118148004590239,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,51.4685718714,-0.227478935356,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5537,51.6144308,-0.2481928,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2263,51.429694,-0.133664,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2192,51.454211,-0.09055,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1907,51.411963,-0.1229789999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5806,51.5322201,0.0360514,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6929,51.5151199,-0.1936016,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1528,51.6037378550159,0.093833077246117,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7448,51.394304,0.1914977,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5011,51.4928795,-0.2572437,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6316,51.6190166,-0.1764143,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6072,51.51236,-0.1272843,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5287,51.5106309,-0.1355893,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5412,51.5314941,-0.1207446,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1562,51.5184046292784,-0.222939691540556,0.0,0.0,0.0,0.0,0.0,0.0,1.0
800,51.657402,-0.400939,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4111,51.5973377,-0.1092322,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2150,51.483719,-0.1983309999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4398,51.5130063,-0.1081227,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4751,51.5131833,-0.1398488,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4312,51.5116948,-0.117442,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6402,51.5124815,-0.0927123,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2103,51.545609,-0.0624529999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2641,51.489947,-0.193212,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2227,51.556368,-0.221597,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,51.4095617333333,-0.0253244,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7270,51.5221356,-0.0457812,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4477,51.6527401,-0.0803934,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7936,51.4275597,-0.0905014,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7384,51.4788708,-0.323265,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6296,51.5409129,-0.1378103,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2538,51.475989,-0.116467,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6235,51.5729058,-0.3716282,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7877,51.6555116,-0.3961378,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2847,51.539,0.079,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1309,51.478187,-0.1100159999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4604,51.3587879,-0.1438411,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7362,51.4070011,-0.0182463,0.0,0.0,0.0,0.0,1.0,0.0,0.0
667,51.5404298871843,0.002306699752807,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1503,51.37668228,-0.49211299,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3359,51.459133,-0.3251739999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2356,51.452711,-0.323502,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4247,51.5084487,-0.2960945,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1518,51.499153,0.010021,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4013,51.5694564,-0.1128017,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3991,51.5163212,-0.1359571,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1899,51.551345,-0.2001609999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7779,51.4930127,-0.2352331,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3393,51.510547,-0.3133539999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3059,51.42527,0.10586,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2361,51.453651,-0.155783,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2452,51.465837,-0.2711119999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
